Name,Status,Site,Cluster,Role,Tenant,VCPUs,Memory (MB),Disk,IP Address,ID,Device,Tenant Group,IPv4 Address,IPv6 Address,Description,Comments,Config Template,Serial number,Contacts,Tags,Created,Last updated,Platform,Interfaces,Virtual Disks,Backup,DTAP state,Harddisk,open actions,Server Group
customer-sftp-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.3.0,610,,,172.18.3.0/22,,Customer SFTP,,,,GO / TO / SA / Linux infrastructure (responsible),,2025-07-22T10:24:30.375922Z,2025-07-22T10:24:30.773403Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
customer-sftp-prod2,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.3.46,595,,,172.18.3.46/22,,Customer SFTP,,,,GO / TO / SA / Linux infrastructure (responsible),,2025-07-22T10:24:20.684878Z,2025-07-22T10:24:21.111341Z,Ubuntu 20.04 LTS,0,,Yes,Production,,,Voiceworks
de-collector-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.0.28,670,,,172.18.0.28/22,,DE Collector,Mac 515: 00:50:56:a4:ea:6f,,,Voiceworks Germany (responsible),,2025-07-22T10:25:14.573186Z,2025-08-27T07:10:01.739208Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
debian-11-test,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,1000,,172.18.64.129,775,,,172.18.64.129/22,,test server with Debian 11,,,,GO / TO / SA / Linux infrastructure (responsible),,2025-07-22T10:26:35.694798Z,2025-07-22T10:26:36.100398Z,Debian 11 (bullseye),0,,No,Test,,,Test
debian-12-test,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.65.3,845,,,172.18.65.3/22,,,debian 12,,,GO / TO / SA / Linux infrastructure (responsible),,2025-07-22T10:27:27.548558Z,2025-08-27T07:10:30.592449Z,Debian 12 (bookworm),0,,No,Production,,,Voiceworks
debian-test,Active,,Unknown,VM,Systems Infrastructure,,,,,596,,,,,,,,,,,2025-07-22T10:24:21.347942Z,2025-07-22T10:24:21.347958Z,,0,,,,,,
debian10-compile,Active,,vw-vcenter01,VM,Systems Infrastructure,,,,172.18.65.50,843,,,172.18.65.50/22,,,,,,,,2025-07-22T10:27:25.931053Z,2025-07-22T10:27:26.261285Z,,0,,,,,,Test
desktop-app-proxy1,Active,,Unknown,VM,Systems Infrastructure,2.0,4000,,172.18.64.228,872,,,172.18.64.228/22,,Http Proxy for testing of Desktop apps Proxy support,,,,Jadran Josimovic (responsible),,2025-07-22T10:27:47.430537Z,2025-07-22T10:27:47.825945Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
desktop-repo-dev1,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.249,177,vw107,,172.18.31.249/22,,Coligo Desktop web repository,Main point of contact: Jadran,,,T&P / Coligo Grid (responsible),,2025-07-22T10:21:15.863794Z,2025-08-27T07:09:26.982856Z,Ubuntu 18.04 LTS,0,,,Development,,,Voiceworks
desktop-repo-dev2,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.42,250,vw107,,172.18.31.42/22,,Coligo Desktop web repository,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:22:15.337290Z,2025-07-22T10:22:15.746584Z,Ubuntu 18.04 LTS,0,,,Development,,,Voiceworks
dhcp1-nikhef.xenosite.net,Active,,10.0.87.12,VM,Systems Infrastructure,1.0,,,,512,,,,,,,,,,,2025-07-22T10:23:28.616264Z,2025-07-22T10:23:28.616279Z,CentOS V6,0,,,,,,Xenosite legacy
dk-fmc02,Active,,Unknown,VM,Systems Infrastructure,,,,172.26.200.36,866,,,172.26.200.36/32,,,,,,GO / TO / Voice Operations (responsible),,2025-07-22T10:27:43.732194Z,2025-07-22T10:27:44.118936Z,Debian 11 (bullseye),0,,No,Test,,,Test
dk-pstn02,Active,,Unknown,VM,Systems Infrastructure,,,,172.26.200.38,894,,,172.26.200.38/32,,,,,,GO / TO / Voice Operations (responsible),,2025-07-22T10:28:06.491496Z,2025-07-22T10:28:06.889418Z,Debian 11 (bullseye),0,,No,Test,,,Test
dk-rtp02,Active,,Unknown,VM,Systems Infrastructure,,,,172.26.200.37,893,,,172.26.200.37/32,,,,,,GO / TO / Voice Operations (responsible),,2025-07-22T10:28:05.515420Z,2025-07-22T10:28:06.267798Z,Debian 11 (bullseye),0,,No,Test,,,Test
dns-resolve-backend-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.3.77,580,,,172.18.3.77/22,,Recursive DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:11.614994Z,2025-07-22T10:24:12.045549Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
dns-resolve-backend-test2,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.3.78,581,,,172.18.3.78/22,,Recursive DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:12.273398Z,2025-07-22T10:24:12.690892Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
dns-resolve-backend-test3,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,4000,,172.18.3.75,582,,,172.18.3.75/22,,Recursive DNS backend,,,,,,2025-07-22T10:24:12.901726Z,2025-07-22T10:24:13.240335Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
dns-resolve-backend-test4,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,4000,,172.18.3.76,583,,,172.18.3.76/22,,Recursive DNS backend,,,,,,2025-07-22T10:24:13.454489Z,2025-07-22T10:24:13.774373Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
dns-resolve-backend1,Active,,vw-vcenter01,VM,Systems Infrastructure,,,,172.18.3.17,56,,,172.18.3.17/22,,Resolving DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:19:27.433684Z,2025-07-22T10:19:27.829072Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend2,Active,,vw-vcenter01,VM,Systems Infrastructure,,,,172.18.3.35,57,,,172.18.3.35/22,,Resolving DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:19:28.044476Z,2025-07-22T10:19:28.446947Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend3,Active,,vw-vcenter01,VM,Systems Infrastructure,,,,172.18.3.36,107,,,172.18.3.36/22,,Resolving DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:19:59.099444Z,2025-07-22T10:19:59.490182Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend4,Active,,vw-vcenter01,VM,Systems Infrastructure,,,,172.18.3.44,116,,,172.18.3.44/22,,Resolving DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:20:08.459746Z,2025-07-22T10:20:08.853950Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend5,Active,,vw-vcenter01,VM,Systems Infrastructure,8.0,,,172.18.3.79,574,,,172.18.3.79/22,,DNS backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:07.498697Z,2025-07-22T10:24:07.895703Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend6,Active,,vw-vcenter01,VM,Systems Infrastructure,8.0,,,172.18.3.80,575,,,172.18.3.80/22,,DNS Backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:08.170562Z,2025-07-22T10:24:08.943058Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend7,Active,,vw-vcenter01,VM,Systems Infrastructure,8.0,,,172.18.3.81,576,,,172.18.3.81/22,,DNS Backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:09.159404Z,2025-07-22T10:24:09.562068Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-backend8,Active,,vw-vcenter01,VM,Systems Infrastructure,8.0,,,172.18.3.82,577,,,172.18.3.82/22,,DNS Backend,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:09.772588Z,2025-07-22T10:24:10.158709Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-proxy-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.3.121,578,,,172.18.3.121/22,,Recursive DNS proxy,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:10.373417Z,2025-07-22T10:24:10.764663Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
dns-resolve-proxy-test2,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.3.125,579,,,172.18.3.125/22,,Recursive DNS proxy,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:24:10.982937Z,2025-07-22T10:24:11.405625Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
dns-resolve-proxy1,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.31.174,55,,,172.18.31.174/22,,Resolving DNS proxy,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:19:26.695277Z,2025-07-22T10:19:27.198639Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
dns-resolve-proxy2,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.31.169,106,,,172.18.31.169/22,,Resolving DNS proxy,,,,GO / TO / SA / DNS hostmaster (responsible),,2025-07-22T10:19:58.486914Z,2025-07-22T10:19:58.889844Z,Ubuntu 20.04 LTS,0,,,Production,,,Voiceworks
eazit-vcenter01,Active,,eazit-vsphere,VM,Systems Infrastructure,4.0,16000,,172.18.72.10,671,,,172.18.72.10/22,,VCenter server for Atomia vSphere,,,,Eazit Hosting (responsible),,2025-07-22T10:25:15.173407Z,2025-07-22T10:25:15.580875Z,VMware vCenter,0,,,,,,Voiceworks appliance
eazit-veeam-repo01-si,Active,,vw838 - Hypervisor,VM,Systems Infrastructure,4.0,,,172.18.64.97,875,,,172.18.64.97/22,,eazit backup repository softiron,,,,GO / TO / SA / Backup infrastructure specialist (responsible),,2025-07-22T10:27:50.071676Z,2025-07-22T10:27:50.467870Z,Ubuntu 20.04 LTS,0,,No,Production,,,Voiceworks
eazit-vps01-traject,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,203,,,,,,,,,,,2025-07-22T10:21:39.508668Z,2025-07-22T10:21:39.508683Z,,0,,,Production,,,
eazit-vps07-Enovation,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,204,,,,,,,,,,,2025-07-22T10:21:39.725006Z,2025-07-22T10:21:39.725023Z,,0,,,Production,,,
eazit-vps08-server.enreach.com,Active,,vw-vcenter02,VM,Systems Infrastructure,2.0,,,,547,,,,,,1ZFnNo[Sb@u[Sj==,,,GO / TO / AM / DBA (responsible),,2025-07-22T10:23:49.040030Z,2025-08-27T07:09:53.111662Z,CentOS V7,0,,,,,,
eazit-vps08-SRV00434,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,209,,,,,,,,,,,2025-07-22T10:21:45.454656Z,2025-07-22T10:21:45.454671Z,,0,,,,,,
eazit-vps09-SRV00435,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,210,,,,,,,,,,,2025-07-22T10:21:45.662921Z,2025-07-22T10:21:45.662935Z,,0,,,,,,
eazit-vps10-SRV00436,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,211,,,,,,,,,,,2025-07-22T10:21:45.872804Z,2025-07-22T10:21:45.872818Z,,0,,,,,,
eazit-vps11-SRV00437,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,212,,,,,,,,,,,2025-07-22T10:21:46.086988Z,2025-07-22T10:21:46.087004Z,,0,,,,,,
eazit-vps12-SRV00441,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,213,,,,,,,,,,,2025-07-22T10:21:46.292383Z,2025-07-22T10:21:46.292398Z,,0,,,,,,
eazit-vps13-SRV00442,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,214,,,,,,,,,,,2025-07-22T10:21:46.502166Z,2025-07-22T10:21:46.502181Z,,0,,,,,,
eazit-vps14-SRV00443,Active,,vw-vcenter01,Container,Systems Infrastructure,,,,,215,,,,,,,,,,,2025-07-22T10:21:46.715141Z,2025-07-22T10:21:46.715155Z,,0,,,,,,
ecp-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.65.52,896,,,172.18.65.52/32,,Enreach Contact (Reporting) Portal,,,,Jadran Josimovic (responsible),,2025-07-22T10:28:07.879309Z,2025-07-22T10:28:08.268937Z,Ubuntu 22.04 LTS,0,,No,Production,,ESD-32998,Voiceworks
ecp-prod2,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.65.53,897,,,172.18.65.53/32,,Enreach Contact (Reporting) Portal,,,,Jadran Josimovic (responsible),,2025-07-22T10:28:08.508180Z,2025-07-22T10:28:08.894171Z,Ubuntu 22.04 LTS,0,,No,Production,,ESD-32998,Voiceworks
ecp-prod3,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.65.54,898,,,172.18.65.54/32,,Enreach Contact (Reporting) Portal,,,,Jadran Josimovic (responsible),,2025-07-22T10:28:09.132386Z,2025-07-22T10:28:09.872541Z,Ubuntu 22.04 LTS,0,,No,Production,,ESD-32998,Voiceworks
ecp-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,8000,,172.18.65.51,899,,,172.18.65.51/32,,Enreach contact reporting portal,,,,Jadran Josimovic (responsible),,2025-07-22T10:28:10.115723Z,2025-07-22T10:28:10.493049Z,Ubuntu 22.04 LTS,0,,No,Test,,ESD-32998,Voiceworks
Ekkelenkamp Virtual,Active,,vw-vcenter02,VM,Systems Infrastructure,2.0,,,,385,,,,,,,,,,,2025-07-22T10:22:52.740082Z,2025-07-22T10:22:52.740097Z,CentOS V5,0,,,,,,Xenosite legacy
enreach-bastion1,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,10.0.10.5,602,,,10.0.10.5/32,,bastion host (office+vpn to management networks),,,,GO / TO / SA / Linux infrastructure (responsible),,2025-07-22T10:24:25.060326Z,2025-07-22T10:24:25.459150Z,Ubuntu 22.04 LTS,0,,,Production,,,Voiceworks
enreach-lunch-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.189,248,,,172.18.3.189/22,,Lunch Registration,"00:50:56:a4:d3:ce
Contact person for this server is Jadran Josimovic",,,Jadran Josimovic (responsible),,2025-07-22T10:22:14.055295Z,2025-08-27T07:09:38.189782Z,Ubuntu 18.04 LTS,0,,,Production,,,Voiceworks
failover-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.86,570,,,172.18.3.86/22,,Client host to test failover connections,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:24:04.504502Z,2025-07-22T10:24:04.896391Z,Ubuntu 22.04 LTS,0,,,Production,,,Voiceworks
failover-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.85,571,,,172.18.3.85/22,,Client host to test failover connections,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:24:05.119736Z,2025-07-22T10:24:05.517559Z,Ubuntu 22.04 LTS,0,,,Test,,,Voiceworks
frontpage.bluevisp.nl,Active,,vw-vcenter02,VM,Systems Infrastructure,1.0,,,,386,,,,,,,,,,,2025-07-22T10:22:53.069775Z,2025-07-22T10:22:53.069792Z,CentOS V4,0,,,,,,
gearman-stage2,Active,,Unknown,Container,Systems Infrastructure,,,,,227,,,,,PHASED OUT ED-31509,,,,,,2025-07-22T10:21:55.997323Z,2025-07-22T10:21:55.997336Z,,0,,,,,,
gearman-stage3,Active,,Unknown,Container,Systems Infrastructure,,,,,536,,,,,PHASED OUT ED-31509,,,,,,2025-07-22T10:23:42.789767Z,2025-07-22T10:23:42.789781Z,,0,,,,,,
gearman-stage4,Active,,Unknown,Container,Systems Infrastructure,,,,,537,,,,,PHASED OUT ED-31509,,,,,,2025-07-22T10:23:43.003662Z,2025-07-22T10:23:43.003678Z,,0,,,,,,
gearman-stateful-dev1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,2000,,172.18.0.131,847,,,172.18.0.131/22,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:28.805027Z,2025-07-22T10:27:29.192498Z,Ubuntu 22.04 LTS,0,,No,Development,,,Voiceworks
gearman-stateful-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,8.0,16000,,172.18.0.88,860,,,172.18.0.88/32,,Gearman job server - stateful,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:39.782416Z,2025-07-22T10:27:40.191992Z,Ubuntu 22.04 LTS,0,,,Production,,,Voiceworks
gearman-stateful-stage1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,2000,,172.18.0.135,851,,,172.18.0.135/22,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:31.423498Z,2025-07-22T10:27:31.814958Z,Ubuntu 22.04 LTS,0,,No,Acceptance,,,Voiceworks
gearman-stateful-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,2000,,172.18.0.133,849,,,172.18.0.133/22,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:30.120360Z,2025-07-22T10:27:30.526882Z,Ubuntu 22.04 LTS,0,,No,Test,,,Voiceworks
gearman-stateless-dev1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,1000,,172.18.0.130,846,,,172.18.0.130/22,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:28.171953Z,2025-07-22T10:27:28.562178Z,Ubuntu 22.04 LTS,0,,No,Development,,,Voiceworks
gearman-stateless-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,8.0,16000,,172.18.0.89,861,,,172.18.0.89/22,,Gearman job server - stateless,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:40.434138Z,2025-07-22T10:27:40.921549Z,Ubuntu 22.04 LTS,0,,,Production,,,Voiceworks
gearman-stateless-stage1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,1000,,172.18.0.134,850,,,172.18.0.134/22,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:30.764426Z,2025-07-22T10:27:31.184712Z,Ubuntu 22.04 LTS,0,,No,Acceptance,,,Voiceworks
gearman-stateless-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,1000,,172.18.0.132,848,,,172.18.0.132/22,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:27:29.469949Z,2025-07-22T10:27:29.873086Z,Ubuntu 22.04 LTS,0,,No,Test,,,Voiceworks
gl2s-prod1,Active,,Unknown,VM,Systems Infrastructure,1.0,,,172.18.64.149,781,,,172.18.64.149/22,,,,,,GO / GCO / Technical Assistance Centre (responsible),,2025-07-22T10:26:40.187999Z,2025-07-22T10:26:40.597506Z,Debian 11 (bullseye),0,,,Production,,,Voiceworks
gl2s-prod2,Active,,Unknown,VM,Systems Infrastructure,1.0,,,172.18.64.150,782,,,172.18.64.150/22,,,,,,GO / GCO / Technical Assistance Centre (responsible),,2025-07-22T10:26:40.819198Z,2025-07-22T10:26:41.212812Z,Debian 11 (bullseye),0,,,Production,,,Voiceworks
gl2s-prod3,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.64.157,809,,,172.18.64.157/22,,,,,,GO / GCO / Technical Assistance Centre (responsible),,2025-07-22T10:27:00.016660Z,2025-07-22T10:27:00.460637Z,Debian 11 (bullseye),0,,Yes,Production,,,Voiceworks
graylog-cluster-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.3,549,,,172.18.3.3/22,,graylog cluster graylog node1,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:23:49.902576Z,2025-07-22T10:23:50.295839Z,Ubuntu 18.04 LTS,0,,,Test,,,Voiceworks
graylog-cluster-test2,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.4,550,,,172.18.3.4/22,,graylog cluster graylog node2,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:23:50.508940Z,2025-07-22T10:23:50.909289Z,Ubuntu 18.04 LTS,0,,,Test,,,Voiceworks
graylog-cluster-test3,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.5,551,,,172.18.3.5/22,,graylog cluster graylog node3,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:23:51.122499Z,2025-07-22T10:23:51.570340Z,Ubuntu 18.04 LTS,0,,,Test,,,Voiceworks
graylog-cluster-test4,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.6,552,,,172.18.3.6/22,,graylog cluster elastic node1,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:23:51.789586Z,2025-07-22T10:23:52.225463Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
graylog-cluster-test5,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.7,553,,,172.18.3.7/22,,graylog cluster elastic node2,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:23:52.430598Z,2025-07-22T10:23:52.817427Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
graylog-cluster-test6,Active,,vw-vcenter01,VM,Systems Infrastructure,1.0,,,172.18.3.8,554,,,172.18.3.8/22,,graylog cluster elastic node3,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:23:53.033603Z,2025-07-22T10:23:53.447907Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
grid-dev1,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.63,224,vw436,,172.18.31.63/22,,GRID_Database,,,,GO / TO / AM / DBA (responsible),,2025-07-22T10:21:53.635480Z,2025-07-22T10:21:54.044931Z,Ubuntu 20.04 LTS,0,,No,Development,,,Voiceworks
grid-prod1,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.218,205,vw585,,172.18.31.218/22,,Grid Percona Database,,,,GO / TO / AM / DBA (responsible),,2025-07-22T10:21:40.885151Z,2025-07-22T10:21:41.290311Z,Ubuntu 18.04 LTS,0,,,Production,,,Voiceworks
grid-prod2,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.219,206,vw587,,172.18.31.219/22,,Grid Percona Database,,,,GO / TO / AM / DBA (responsible),,2025-07-22T10:21:42.060820Z,2025-07-22T10:21:42.502288Z,Ubuntu 18.04 LTS,0,,,Production,,,Voiceworks
grid-prod3,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.220,207,vw586,,172.18.31.220/22,,Grid Percona Database,,,,GO / TO / AM / DBA (responsible),,2025-07-22T10:21:43.277544Z,2025-07-22T10:21:43.693621Z,Ubuntu 18.04 LTS,0,,,Production,,,Voiceworks
grid-prod4,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.31.221,208,vw937,,172.18.31.221/22,,Grid Percona Database,,,,GO / TO / AM / DBA (responsible),,2025-07-22T10:21:44.823657Z,2025-07-22T10:21:45.239022Z,Ubuntu 18.04 LTS,0,,,Production,,,Voiceworks
grid-script-prod1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,,,172.18.64.45,711,,,172.18.64.45/22,,Grid script server,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:25:49.260649Z,2025-07-22T10:25:49.679246Z,Ubuntu 20.04 LTS,0,,,,,,Voiceworks
grid-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.3.94,923,,,172.18.3.94/32,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:28:25.521536Z,2025-07-22T10:28:25.922014Z,Ubuntu 22.04 LTS,0,,No,Test,,,Test
grid-test2,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.3.95,924,,,172.18.3.95/32,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:28:26.175648Z,2025-07-22T10:28:26.569942Z,Ubuntu 22.04 LTS,0,,No,Test,,,Test
grid-test3,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.3.96,925,,,172.18.3.96/32,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:28:26.820063Z,2025-07-22T10:28:27.217878Z,Ubuntu 22.04 LTS,0,,Yes,Test,,,Test
grid-test4,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.3.97,926,,,172.18.3.97/32,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T10:28:27.464393Z,2025-07-22T10:28:27.973987Z,Ubuntu 22.04 LTS,0,,Yes,Test,,,Test
grid-testgw1,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,16000,,172.18.0.81,828,,,172.18.0.81/22,,Grid test Gateway,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:27:15.442030Z,2025-07-22T10:27:15.847025Z,Debian 12 (bookworm),0,,No,Test,,Virtual CPU Performance Counters is activated - ESD-31376,Voiceworks
grid-testgw2,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,4000,,172.18.0.82,829,,,172.18.0.82/22,,Grid test Gateway,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:27:16.084244Z,2025-07-22T10:27:16.487700Z,Debian 12 (bookworm),0,,No,Test,,,Voiceworks
grid-testgw3,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,4000,,172.18.0.83,830,,,172.18.0.83/22,,Grid test Gateway,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:27:16.721592Z,2025-07-22T10:27:17.115009Z,Debian 12 (bookworm),0,,No,Test,,,Voiceworks
grid-testgw4,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,4000,,172.18.0.84,831,,,172.18.0.84/22,,Grid test Gateway,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:27:17.344468Z,2025-07-22T10:27:17.735158Z,Debian 12 (bookworm),0,,No,Test,,,Voiceworks
grid-testgw5,Active,,vw-vcenter01,VM,Systems Infrastructure,2.0,4000,,172.18.0.85,832,,,172.18.0.85/22,,Grid test Gateway,,,,T&P / Coligo Grid (responsible),,2025-07-22T10:27:17.982775Z,2025-07-22T10:27:18.404423Z,Debian 12 (bookworm),0,,No,Test,,,Voiceworks
hss-mysql-test1,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.2.239,657,,,172.18.2.239/22,,Mobile HSS database Test,MAC: 00:50:56:a4:f5:87,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T10:25:04.653847Z,2025-08-27T07:09:59.090981Z,Ubuntu 20.04 LTS,0,,Yes,Test,,,Voiceworks
hss-mysql-test2,Active,,LXC containers,Container,Systems Infrastructure,,,,172.18.28.249,777,vw451,,172.18.28.249/22,,Mobile HSS database test,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T10:26:37.626520Z,2025-07-22T10:26:38.039058Z,Ubuntu 20.04 LTS,0,,,Test,,,Voiceworks
hss-mysql-test3,Active,,vw-vcenter01,VM,Systems Infrastructure,4.0,,,172.18.2.241,658,,,172.18.2.241/22,,Mobile HSS database Test,MAC: 00:50:56:a4:b1:97,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T10:25:05.276064Z,2025-08-27T07:09:59.358299Z,Ubuntu 20.04 LTS,0,,No,Test,,,Voiceworks
