application_name,average_throughput_gb_per_hr,backup_level_name,backup_set_name,client_groups,client_id,client_name,destination_client_name,elapsed_seconds,end_time,job_id,job_type,localized_operation,localized_status,percent_complete,percent_savings,plan_name,retain_until,size_of_application_bytes,size_on_media_bytes,start_time,status,storage_policy_name,subclient_name,total_num_files
MySQL,62.3966,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,25,2025-09-30T10:05:59+00:00,1643291,Backup,Backup,Completed,100.0,68.7518,applications - MySQL databases,2025-10-14T10:05:15+00:00,93052491,29077191,2025-09-30T10:05:15+00:00,Completed,2 weeks,default,5
MySQL,64.5435,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,24,2025-09-30T09:05:33+00:00,1643271,Backup,Backup,Completed,100.0,68.5396,applications - MySQL databases,2025-10-14T09:04:52+00:00,96254211,30281958,2025-09-30T09:04:52+00:00,Completed,2 weeks,default,5
MySQL,53.2627,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-30T08:05:14+00:00,1643254,Backup,Backup,Completed,100.0,68.6253,applications - MySQL databases,2025-10-14T08:04:29+00:00,95317337,29905507,2025-09-30T08:04:29+00:00,Completed,2 weeks,default,5
MySQL,49.1107,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,31,2025-09-30T07:05:00+00:00,1643234,Backup,Backup,Completed,100.0,68.8849,applications - MySQL databases,2025-10-14T07:04:06+00:00,87886998,27346083,2025-09-30T07:04:06+00:00,Completed,2 weeks,default,5
MySQL,41.5978,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,28,2025-09-30T06:04:39+00:00,1643217,Backup,Backup,Completed,100.0,69.0224,applications - MySQL databases,2025-10-14T06:03:44+00:00,62035071,19216967,2025-09-30T06:03:44+00:00,Completed,2 weeks,default,5
MySQL,25.0396,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,29,2025-09-30T05:04:27+00:00,1643197,Backup,Backup,Completed,100.0,69.2446,applications - MySQL databases,2025-10-14T05:03:21+00:00,37341788,11484613,2025-09-30T05:03:21+00:00,Completed,2 weeks,default,6
MySQL,4.44115,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,41,2025-09-30T04:04:06+00:00,1643180,Backup,Backup,Completed,100.0,69.152,applications - MySQL databases,2025-10-14T04:02:59+00:00,29141754,8989646,2025-09-30T04:02:59+00:00,Completed,2 weeks,default,5
MySQL,13.8771,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,22,2025-09-30T03:03:26+00:00,1643157,Backup,Backup,Completed,100.0,69.2565,applications - MySQL databases,2025-10-14T03:02:36+00:00,28973009,8907308,2025-09-30T03:02:36+00:00,Completed,2 weeks,default,5
MySQL,15.1064,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,29,2025-09-30T02:03:09+00:00,1643140,Backup,Backup,Completed,100.0,69.6498,applications - MySQL databases,2025-10-14T02:02:13+00:00,31539672,9572356,2025-09-30T02:02:13+00:00,Completed,2 weeks,default,5
MySQL,14.245,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,31,2025-09-30T01:02:48+00:00,1643120,Backup,Backup,Completed,100.0,69.77,applications - MySQL databases,2025-10-14T01:01:50+00:00,33989805,10275122,2025-09-30T01:01:50+00:00,Completed,2 weeks,default,5
MySQL,18.9268,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,31,2025-09-30T00:02:22+00:00,1643103,Backup,Backup,Completed,100.0,69.4212,applications - MySQL databases,2025-10-14T00:01:27+00:00,33870784,10357290,2025-09-30T00:01:27+00:00,Completed,2 weeks,default,5
MySQL,68.6026,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,32,2025-09-29T23:02:10+00:00,1643058,Backup,Backup,Completed,100.0,81.433,applications - MySQL databases,2025-10-13T23:01:09+00:00,163692173,30392734,2025-09-29T23:01:09+00:00,Completed,2 weeks,default,5
MySQL,21.7381,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,33,2025-09-29T22:01:58+00:00,1643039,Backup,Backup,Completed,100.0,69.2831,applications - MySQL databases,2025-10-13T22:00:50+00:00,38901797,11949442,2025-09-29T22:00:50+00:00,Completed,2 weeks,default,5
MySQL,17.2644,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-29T21:01:23+00:00,1642825,Backup,Backup,Completed,100.0,68.9226,applications - MySQL databases,2025-10-13T21:00:31+00:00,30895768,9601600,2025-09-29T21:00:31+00:00,Completed,2 weeks,default,4
Linux File System,488.342,Incremental,defaultBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,79,2025-09-29T20:02:06+00:00,1642790,Backup,Backup,Completed,100.0,93.2983,systems - daily files,2025-10-14T20:00:30+00:00,3786995568,253791343,2025-09-29T20:00:30+00:00,Completed,2 weeks with monthly and Airgap,default,1312
MySQL,132.587,Full,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,797,2025-09-29T20:13:47+00:00,1642744,Backup,Backup,Completed with one or more errors,100.0,71.5483,applications - MySQL databases,2025-10-13T20:00:10+00:00,30450030255,8663547535,2025-09-29T20:00:10+00:00,Completed w/ one or more errors,2 weeks,default,28
MySQL,31.6256,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,22,2025-09-29T19:09:41+00:00,1642728,Backup,Backup,Completed,100.0,68.8853,applications - MySQL databases,2025-10-13T19:08:50+00:00,56596136,17609727,2025-09-29T19:08:50+00:00,Completed,2 weeks,default,5
MySQL,32.5346,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,22,2025-09-29T18:09:08+00:00,1642608,Backup,Backup,Completed,100.0,68.9393,applications - MySQL databases,2025-10-13T18:08:26+00:00,67926714,21098513,2025-09-29T18:08:26+00:00,Completed,2 weeks,default,5
MySQL,55.3381,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,33,2025-09-29T17:08:58+00:00,1642589,Backup,Backup,Completed,100.0,69.3132,applications - MySQL databases,2025-10-13T17:08:04+00:00,82526188,25324644,2025-09-29T17:08:04+00:00,Completed,2 weeks,default,5
MySQL,52.491,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,28,2025-09-29T16:08:35+00:00,1642572,Backup,Backup,Completed,100.0,69.1147,applications - MySQL databases,2025-10-13T16:07:41+00:00,93936303,29012490,2025-09-29T16:07:41+00:00,Completed,2 weeks,default,5
MySQL,70.9949,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-29T15:08:13+00:00,1642556,Backup,Backup,Completed,100.0,68.8316,applications - MySQL databases,2025-10-13T15:07:23+00:00,105875250,32999595,2025-09-29T15:07:23+00:00,Completed,2 weeks,default,5
MySQL,79.2867,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,19,2025-09-29T14:07:49+00:00,1642539,Backup,Backup,Completed,100.0,68.9726,applications - MySQL databases,2025-10-13T14:07:01+00:00,118240874,36687012,2025-09-29T14:07:01+00:00,Completed,2 weeks,default,5
MySQL,64.0013,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,31,2025-09-29T13:07:43+00:00,1642520,Backup,Backup,Completed,100.0,68.9007,applications - MySQL databases,2025-10-13T13:06:38+00:00,114534817,35619560,2025-09-29T13:06:38+00:00,Completed,2 weeks,default,5
MySQL,55.3979,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,33,2025-09-29T12:07:23+00:00,1642493,Backup,Backup,Completed,100.0,68.6845,applications - MySQL databases,2025-10-13T12:06:15+00:00,99138396,31045717,2025-09-29T12:06:15+00:00,Completed,2 weeks,default,5
MySQL,51.783,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,31,2025-09-29T11:06:46+00:00,1642258,Backup,Backup,Completed,100.0,68.8295,applications - MySQL databases,2025-10-13T11:05:52+00:00,92669298,28885458,2025-09-29T11:05:52+00:00,Completed,2 weeks,default,5
MySQL,54.4387,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,28,2025-09-29T10:06:32+00:00,1642241,Backup,Backup,Completed,100.0,68.6384,applications - MySQL databases,2025-10-13T10:05:30+00:00,97421788,30553055,2025-09-29T10:05:30+00:00,Completed,2 weeks,default,5
MySQL,64.0635,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,32,2025-09-29T09:06:05+00:00,1642221,Backup,Backup,Completed,100.0,68.6795,applications - MySQL databases,2025-10-13T09:05:07+00:00,95538390,29923095,2025-09-29T09:05:07+00:00,Completed,2 weeks,default,5
MySQL,66.801,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,27,2025-09-29T08:05:34+00:00,1642204,Backup,Backup,Completed,100.0,68.3733,applications - MySQL databases,2025-10-13T08:04:44+00:00,99620896,31506762,2025-09-29T08:04:44+00:00,Completed,2 weeks,default,5
MySQL,54.773,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,27,2025-09-29T07:05:27+00:00,1642184,Backup,Backup,Completed,100.0,68.7415,applications - MySQL databases,2025-10-13T07:04:22+00:00,98020139,30639643,2025-09-29T07:04:22+00:00,Completed,2 weeks,default,5
MySQL,50.7095,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-29T06:04:39+00:00,1642168,Backup,Backup,Completed,100.0,70.4471,applications - MySQL databases,2025-10-13T06:03:59+00:00,75623459,22348940,2025-09-29T06:03:59+00:00,Completed,2 weeks,default,5
MySQL,28.3179,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,30,2025-09-29T05:04:30+00:00,1642151,Backup,Backup,Completed,100.0,73.1843,applications - MySQL databases,2025-10-13T05:03:36+00:00,50676945,13589362,2025-09-29T05:03:36+00:00,Completed,2 weeks,default,6
MySQL,33.7047,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,22,2025-09-29T04:04:08+00:00,1642134,Backup,Backup,Completed,100.0,74.2899,applications - MySQL databases,2025-10-13T04:03:18+00:00,40211326,10338389,2025-09-29T04:03:18+00:00,Completed,2 weeks,default,5
MySQL,23.8113,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,24,2025-09-29T03:03:46+00:00,1642117,Backup,Backup,Completed,100.0,74.9784,applications - MySQL databases,2025-10-13T03:02:55+00:00,35509955,8885159,2025-09-29T03:02:55+00:00,Completed,2 weeks,default,5
MySQL,20.2226,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-29T02:03:22+00:00,1642100,Backup,Backup,Completed,100.0,74.8358,applications - MySQL databases,2025-10-13T02:02:37+00:00,36189777,9106880,2025-09-29T02:02:37+00:00,Completed,2 weeks,default,5
MySQL,17.687,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,25,2025-09-29T01:03:05+00:00,1642082,Backup,Backup,Completed,100.0,74.4238,applications - MySQL databases,2025-10-13T01:02:15+00:00,36927544,9444668,2025-09-29T01:02:15+00:00,Completed,2 weeks,default,5
MySQL,20.2585,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,33,2025-09-29T00:03:07+00:00,1642059,Backup,Backup,Completed,100.0,71.1725,applications - MySQL databases,2025-10-13T00:01:57+00:00,30211603,8709243,2025-09-29T00:01:57+00:00,Completed,2 weeks,default,5
MySQL,71.2254,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,32,2025-09-28T23:02:35+00:00,1641895,Backup,Backup,Completed,100.0,83.5175,applications - MySQL databases,2025-10-12T23:01:34+00:00,148706660,24510638,2025-09-28T23:01:34+00:00,Completed,2 weeks,default,5
MySQL,22.422,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,26,2025-09-28T22:02:05+00:00,1641878,Backup,Backup,Completed,100.0,72.2201,applications - MySQL databases,2025-10-12T22:01:15+00:00,40125726,11146878,2025-09-28T22:01:15+00:00,Completed,2 weeks,default,5
MySQL,17.8533,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,26,2025-09-28T21:01:45+00:00,1641661,Backup,Backup,Completed,100.0,72.5028,applications - MySQL databases,2025-10-12T21:00:56+00:00,31949644,8785268,2025-09-28T21:00:56+00:00,Completed,2 weeks,default,4
MySQL,132.983,Full,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,785,2025-09-28T20:14:02+00:00,1641637,Backup,Backup,Completed with one or more errors,100.0,71.5054,applications - MySQL databases,2025-10-12T20:00:37+00:00,30025337405,8555601532,2025-09-28T20:00:37+00:00,Completed w/ one or more errors,2 weeks,default,28
Linux File System,389.232,Incremental,defaultBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,81,2025-09-28T20:02:13+00:00,1641618,Backup,Backup,Completed,100.0,92.8409,systems - daily files,2025-10-13T20:00:29+00:00,4179350570,299203602,2025-09-28T20:00:29+00:00,Completed,2 weeks with monthly and Airgap,default,1255
MySQL,31.6426,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,29,2025-09-28T19:10:09+00:00,1641566,Backup,Backup,Completed,100.0,72.0055,applications - MySQL databases,2025-10-12T19:09:11+00:00,56626592,15852347,2025-09-28T19:09:11+00:00,Completed,2 weeks,default,5
MySQL,48.9801,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-28T18:09:39+00:00,1641446,Backup,Backup,Completed,100.0,70.8588,applications - MySQL databases,2025-10-12T18:08:52+00:00,73044433,21286011,2025-09-28T18:08:52+00:00,Completed,2 weeks,default,5
MySQL,56.8222,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,27,2025-09-28T17:09:25+00:00,1641429,Backup,Backup,Completed,100.0,71.3325,applications - MySQL databases,2025-10-12T17:08:29+00:00,84739343,24292691,2025-09-28T17:08:29+00:00,Completed,2 weeks,default,5
MySQL,61.7867,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,24,2025-09-28T16:08:50+00:00,1641412,Backup,Backup,Completed,100.0,70.9654,applications - MySQL databases,2025-10-12T16:08:07+00:00,92142938,26753292,2025-09-28T16:08:07+00:00,Completed,2 weeks,default,5
MySQL,58.4368,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,32,2025-09-28T15:08:40+00:00,1641395,Backup,Backup,Completed,100.0,69.7613,applications - MySQL databases,2025-10-12T15:07:43+00:00,87147228,26352178,2025-09-28T15:07:43+00:00,Completed,2 weeks,default,5
MySQL,59.7769,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,20,2025-09-28T14:08:03+00:00,1641378,Backup,Backup,Completed,100.0,69.7061,applications - MySQL databases,2025-10-12T14:07:21+00:00,89145820,27005725,2025-09-28T14:07:21+00:00,Completed,2 weeks,default,5
MySQL,43.8183,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,28,2025-09-28T13:07:51+00:00,1641361,Backup,Backup,Completed,100.0,69.556,applications - MySQL databases,2025-10-12T13:06:58+00:00,91485174,27851715,2025-09-28T13:06:58+00:00,Completed,2 weeks,default,5
MySQL,50.6625,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,30,2025-09-28T12:07:29+00:00,1641334,Backup,Backup,Completed,100.0,69.4531,applications - MySQL databases,2025-10-12T12:06:35+00:00,90664118,27695048,2025-09-28T12:06:35+00:00,Completed,2 weeks,default,5
MySQL,47.2811,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,29,2025-09-28T11:07:06+00:00,1641308,Backup,Backup,Completed,100.0,69.2523,applications - MySQL databases,2025-10-12T11:06:12+00:00,84612762,26016486,2025-09-28T11:06:12+00:00,Completed,2 weeks,default,5
MySQL,36.901,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,21,2025-09-28T10:06:39+00:00,1641291,Backup,Backup,Completed,100.0,69.3652,applications - MySQL databases,2025-10-12T10:05:49+00:00,77043132,23601997,2025-09-28T10:05:49+00:00,Completed,2 weeks,default,5
MySQL,31.8462,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,26,2025-09-28T09:06:18+00:00,1641272,Backup,Backup,Completed,100.0,69.4694,applications - MySQL databases,2025-10-12T09:05:26+00:00,66489593,20299643,2025-09-28T09:05:26+00:00,Completed,2 weeks,default,5
MySQL,38.388,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,28,2025-09-28T08:05:57+00:00,1641255,Backup,Backup,Completed,100.0,69.21,applications - MySQL databases,2025-10-12T08:05:04+00:00,57248319,17626755,2025-09-28T08:05:04+00:00,Completed,2 weeks,default,5
MySQL,23.0599,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,28,2025-09-28T07:05:36+00:00,1641235,Backup,Backup,Completed,100.0,69.2283,applications - MySQL databases,2025-10-12T07:04:41+00:00,41267312,12698645,2025-09-28T07:04:41+00:00,Completed,2 weeks,default,5
MySQL,20.9358,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,25,2025-09-28T06:05:11+00:00,1641218,Backup,Backup,Completed,100.0,69.3104,applications - MySQL databases,2025-10-12T06:04:23+00:00,31221781,9581839,2025-09-28T06:04:23+00:00,Completed,2 weeks,default,5
MySQL,14.9889,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,17,2025-09-28T05:04:44+00:00,1641201,Backup,Backup,Completed,100.0,69.4479,applications - MySQL databases,2025-10-12T05:04:01+00:00,26823747,8195224,2025-09-28T05:04:01+00:00,Completed,2 weeks,default,6
MySQL,26.9185,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,27,2025-09-28T04:04:30+00:00,1641184,Backup,Backup,Completed,100.0,70.1243,applications - MySQL databases,2025-10-12T04:03:38+00:00,48172543,14391906,2025-09-28T04:03:38+00:00,Completed,2 weeks,default,5
MySQL,23.5404,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,33,2025-09-28T03:04:13+00:00,1641167,Backup,Backup,Completed,100.0,70.4041,applications - MySQL databases,2025-10-12T03:03:15+00:00,49148376,14545883,2025-09-28T03:03:15+00:00,Completed,2 weeks,default,5
MySQL,28.9165,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,20,2025-09-28T02:03:37+00:00,1641150,Backup,Backup,Completed,100.0,70.1055,applications - MySQL databases,2025-10-12T02:02:52+00:00,51748168,15469858,2025-09-28T02:02:52+00:00,Completed,2 weeks,default,5
MySQL,30.7712,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,30,2025-09-28T01:03:31+00:00,1641134,Backup,Backup,Completed,100.0,69.9747,applications - MySQL databases,2025-10-12T01:02:29+00:00,55067229,16534103,2025-09-28T01:02:29+00:00,Completed,2 weeks,default,5
MySQL,28.1121,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,25,2025-09-28T00:02:52+00:00,1641117,Backup,Backup,Completed,100.0,69.8083,applications - MySQL databases,2025-10-12T00:02:07+00:00,50308630,15189052,2025-09-28T00:02:07+00:00,Completed,2 weeks,default,5
MySQL,90.6124,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,23,2025-09-27T23:02:30+00:00,1641081,Backup,Backup,Completed,100.0,79.9691,applications - MySQL databases,2025-10-11T23:01:43+00:00,189183356,37895111,2025-09-27T23:01:43+00:00,Completed,2 weeks,default,5
MySQL,67.9407,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,34,2025-09-27T22:02:23+00:00,1641065,Backup,Backup,Completed,100.0,71.5645,applications - MySQL databases,2025-10-11T22:01:24+00:00,101320567,28811042,2025-09-27T22:01:24+00:00,Completed,2 weeks,default,5
MySQL,29.3787,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,32,2025-09-27T21:02:09+00:00,1640849,Backup,Backup,Completed,100.0,73.9075,applications - MySQL databases,2025-10-11T21:01:05+00:00,52575145,13718172,2025-09-27T21:01:05+00:00,Completed,2 weeks,default,4
Linux File System,443.597,Incremental,defaultBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,62,2025-09-27T20:09:01+00:00,1640811,Backup,Backup,Completed,100.0,93.1417,systems - daily files,2025-10-12T20:00:31+00:00,3969238017,272221293,2025-09-27T20:00:31+00:00,Completed,2 weeks with monthly and Airgap,default,1312
MySQL,139.801,Full,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,731,2025-09-27T20:20:07+00:00,1640765,Backup,Backup,Completed with one or more errors,100.0,71.5211,applications - MySQL databases,2025-10-11T20:00:10+00:00,29563305757,8419300769,2025-09-27T20:00:10+00:00,Completed w/ one or more errors,2 weeks,default,28
MySQL,40.9919,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,29,2025-09-27T19:10:02+00:00,1640747,Backup,Backup,Completed,100.0,73.3437,applications - MySQL databases,2025-10-11T19:09:00+00:00,73357855,19554489,2025-09-27T19:09:00+00:00,Completed,2 weeks,default,5
MySQL,48.1192,Incremental,defaultDummyBackupSet,"Linux file system agents, Systems backup - daily MySQL full, Firewall - direct, All agents, Active backups, Updates needed, Mobile Operations",1371,vm8,vm8,31,2025-09-27T18:09:36+00:00,1640626,Backup,Backup,Completed,100.0,69.6035,applications - MySQL databases,2025-10-11T18:08:41+00:00,71760588,21812677,2025-09-27T18:08:41+00:00,Completed,2 weeks,default,5
