Name,Status,Site,Cluster,Role,Tenant,VCPUs,Memory (MB),Disk,IP Address,ID,Device,Tenant Group,IPv4 Address,IPv6 Address,Description,Comments,Config Template,Serial number,Contacts,Tags,Created,Last updated,Platform,Interfaces,Virtual Disks,Backup,DTAP state,Harddisk,open actions,Server Group
cde-gprs-ns-1,active,,22,29,1,,,,2010,143,vwde8,,2010,,DE GPRS DNS,,,,,,2025-07-22T10:20:37.874438Z,2025-07-22T10:20:38Z,2,1,,,Production,,,
cde-gprs-ns-1 (old),active,,22,29,1,,,,,102,compute1,,,,,,,,,,2025-07-22T10:19:56.239478Z,2025-07-22T10:19:56Z,,0,,,,,,
cde-gprs-ns-2,active,,22,29,1,,,,2014,147,vwde9,,2014,,DE GPRS DNS,,,,,,2025-07-22T10:20:42.027116Z,2025-07-22T10:20:42Z,2,1,,,Production,,,
cde-gprs-ns-2 (old),active,,22,29,1,,,,,103,compute2,,,,,,,,,,2025-07-22T10:19:56.760865Z,2025-07-22T10:19:56Z,,0,,,,,,
cde-homer,active,,22,29,1,,,,,90,superheidi,,,,,,,,,,2025-07-22T10:19:48.751036Z,2025-07-22T10:19:48Z,,0,,,,,,
cde-ipplan,active,,22,29,1,,,,,89,superheidi,,,,,,,,,,2025-07-22T10:19:48.207514Z,2025-07-22T10:19:48Z,,0,,,,,,
cde-logging-2,active,,22,29,1,,,,,87,srv04,,,,,,,,,,2025-07-22T10:19:46.639820Z,2025-07-22T10:19:46Z,,0,,,,,,
cde-mail2sms,active,,22,29,1,,,,,63,srv02,,,,,,,,,,2025-07-22T10:19:32.270915Z,2025-07-22T10:19:32Z,,0,,,,,,
cde-mongo-arbiter,active,,22,29,1,,,,,62,srv02,,,,,,,,,,2025-07-22T10:19:31.766700Z,2025-07-22T10:19:31Z,,0,,,,,,
cde-nginx-1,active,,22,29,1,,,,,74,srv03,,,,,,,,,,2025-07-22T10:19:38.577402Z,2025-07-22T10:19:38Z,,0,,,,,,
cde-nginx-2,active,,22,29,1,,,,,85,srv04,,,,,,,,,,2025-07-22T10:19:45.598833Z,2025-07-22T10:19:45Z,,0,,,,,,
cde-nginx-vpbx-lb-test-1,active,,22,29,1,,,,,73,srv03,,,,,,,,,,2025-07-22T10:19:38.036072Z,2025-07-22T10:19:38Z,,0,,,,,,
cde-nginx-vpbx-lb-test-2,active,,22,29,1,,,,,84,srv04,,,,,,,,,,2025-07-22T10:19:44.738273Z,2025-07-22T10:19:44Z,,0,,,,,,
cde-ns1,active,,22,29,1,,,,,72,srv03,,,,,,,,,,2025-07-22T10:19:37.522328Z,2025-07-22T10:19:37Z,,0,,,,,,
cde-ns2,active,,22,29,1,,,,,83,srv04,,,,,,,,,,2025-07-22T10:19:44.235277Z,2025-07-22T10:19:44Z,,0,,,,,,
cde-pbuilder,active,,22,29,1,,,,,93,compute1,,,,,,,,,,2025-07-22T10:19:50.823394Z,2025-07-22T10:19:50Z,,0,,,,,,
cde-pcapcruncher,active,,22,29,1,,,,,61,srv02,,,,,,,,,,2025-07-22T10:19:31.268741Z,2025-07-22T10:19:31Z,,0,,,,,,
cde-ppa-1,active,,22,29,1,,,,,91,compute1,,,,,,,,,,2025-07-22T10:19:49.539369Z,2025-07-22T10:19:49Z,,0,,,,,,
cde-ppa-2,active,,22,29,1,,,,,92,compute2,,,,,,,,,,2025-07-22T10:19:50.304525Z,2025-07-22T10:19:50Z,,0,,,,,,
cde-pubsub_gearman,active,,22,29,1,,,,,88,superheidi,,,,,,,,,,2025-07-22T10:19:47.698250Z,2025-07-22T10:19:47Z,,0,,,,,,
cde-qscaproxy-1,active,,22,29,1,,,,,71,srv03,,,,,,,,,,2025-07-22T10:19:36.996016Z,2025-07-22T10:19:36Z,,0,,,,,,
cde-qscaproxy-2,active,,22,29,1,,,,,82,srv04,,,,,,,,,,2025-07-22T10:19:43.730348Z,2025-07-22T10:19:43Z,,0,,,,,,
cde-sbcacct-radius-1,active,,22,29,1,,,,,70,srv03,,,,,,,,,,2025-07-22T10:19:36.484378Z,2025-07-22T10:19:36Z,,0,,,,,,
cde-sbcacct-radius-2,active,,22,29,1,,,,,81,srv04,,,,,,,,,,2025-07-22T10:19:43.215914Z,2025-07-22T10:19:43Z,,0,,,,,,
cde-screwdriver-1,active,,22,29,1,,,,,104,compute1,,,,,,,,,,2025-07-22T10:19:57.320440Z,2025-07-22T10:19:57Z,,0,,,,,,
cde-screwdriver-2,active,,22,29,1,,,,,105,compute2,,,,,,,,,,2025-07-22T10:19:58.271999Z,2025-07-22T10:19:58Z,,0,,,,,,
cde-sipdhcp_staging-1,active,,22,29,1,,,,,68,srv03,,,,,,,,,,2025-07-22T10:19:35.446062Z,2025-07-22T10:19:35Z,,0,,,,,,
cde-sipdhcp_staging-2,active,,22,29,1,,,,,79,srv04,,,,,,,,,,2025-07-22T10:19:41.809925Z,2025-07-22T10:19:41Z,,0,,,,,,
cde-sipdhcp-1,active,,22,29,1,,,,,69,srv03,,,,,,,,,,2025-07-22T10:19:35.961143Z,2025-07-22T10:19:35Z,,0,,,,,,
cde-sipdhcp-2,active,,22,29,1,,,,,80,srv04,,,,,,,,,,2025-07-22T10:19:42.334059Z,2025-07-22T10:19:42Z,,0,,,,,,
cde-sipsak-1,active,,22,29,1,,,,,67,srv03,,,,,,,,,,2025-07-22T10:19:34.935101Z,2025-07-22T10:19:34Z,,0,,,,,,
cde-sipsak-2,active,,22,29,1,,,,,78,srv04,,,,,,,,,,2025-07-22T10:19:41.290555Z,2025-07-22T10:19:41Z,,0,,,,,,
cde-smtprelay-1,active,,22,29,1,,,,,66,srv03,,,,,,,,,,2025-07-22T10:19:34.416855Z,2025-07-22T10:19:34Z,,0,,,,,,
cde-smtprelay-2,active,,22,29,1,,,,,77,srv04,,,,,,,,,,2025-07-22T10:19:40.783059Z,2025-07-22T10:19:40Z,,0,,,,,,
cde-snmptt,active,,22,29,1,,,,,58,srv01,,,,snmp to mail,,,,,,2025-07-22T10:19:29.144448Z,2025-07-22T10:19:29Z,,0,,,,,,
cde-syslog,active,,22,29,1,,,,,60,srv02,,,,,,,,,,2025-07-22T10:19:30.757671Z,2025-07-22T10:19:30Z,,0,,,,,,
cde-tools-1,active,,22,29,1,,,,2011,144,vwde8,,2011,,DE tools,,,,,,2025-07-22T10:20:39.182740Z,2025-07-22T10:20:39Z,10,1,,,Production,,,
cde-tools-1 (old),active,,22,29,1,,,,,96,compute1,,,,,,,,,,2025-07-22T10:19:52.748531Z,2025-07-22T10:19:52Z,,0,,,,,,
cde-vpbxradius-1,active,,22,29,1,,,,,65,srv03,,,,,,,,,,2025-07-22T10:19:33.536319Z,2025-07-22T10:19:33Z,,0,,,,,,
cde-vpbxradius-2,active,,22,29,1,,,,,76,srv04,,,,,,,,,,2025-07-22T10:19:40.271226Z,2025-07-22T10:19:40Z,,0,,,,,,
cde-wireshark,active,,22,29,1,,,,,59,srv02,,,,,,,,,,2025-07-22T10:19:29.874076Z,2025-07-22T10:19:29Z,,3,,,,,,
cde-xtradb-1,active,,22,29,1,,,,,94,compute1,,,,,,,,,,2025-07-22T10:19:51.350696Z,2025-07-22T10:19:51Z,,0,,,,,,
cde-xtradb-2,active,,22,29,1,,,,,95,compute2,,,,,,,,,,2025-07-22T10:19:52.222868Z,2025-07-22T10:19:52Z,,0,,,,,,
cde-zabbix-proxy-1,active,,22,29,1,,,,,98,compute1,,,,,,,,,,2025-07-22T10:19:53.781656Z,2025-07-22T10:19:53Z,,0,,,,,,
cde-zabbix-proxy-2,active,,22,29,1,,,,,99,compute2,,,,,,,,,,2025-07-22T10:19:54.309418Z,2025-07-22T10:19:54Z,,0,,,,,,
cdr-prod1,active,,22,29,1,,,,1944,26,vw822,,1944,,CDR database cluster,,,,,,2025-07-22T10:18:53.306777Z,2025-07-22T10:18:53Z,4,1,,,Production,,,
cdr-prod2,active,,22,29,1,,,,1945,27,vw824,,1945,,CDR database cluster,,,,,,2025-07-22T10:18:54.446540Z,2025-07-22T10:18:54Z,4,1,,,Production,,,
cdr-prod3,active,,22,29,1,,,,1946,28,vw821,,1946,,CDR database cluster,,,,,,2025-07-22T10:18:55.963881Z,2025-07-22T10:18:56Z,4,1,,,Production,,,
cdr-prod4,active,,22,29,1,,,,2229,645,vw823,,2229,,CDR database cluster,,,,,,2025-07-22T10:24:55.149751Z,2025-07-22T10:24:55Z,4,1,,,,,,
ced-tools-2,active,,22,29,1,,,,,97,compute2,,,,,,,,,,2025-07-22T10:19:53.266627Z,2025-07-22T10:19:53Z,,0,,,,,,
ceph-mon-test1,active,,6,30,1,2.0,,,2146,557,,,2146,,Ceph test cluster - MON+MGR+RGW,,,,,,2025-07-22T10:23:55.995885Z,2025-07-22T10:23:56Z,10,1,,Yes,Test,,,
ceph-mon-test2,active,,6,30,1,2.0,,,2147,558,,,2147,,Ceph test cluster - MON+MGR+RGW,,,,,,2025-07-22T10:23:56.620762Z,2025-07-22T10:23:57Z,10,1,,Yes,Test,,,
ceph-mon-test3,active,,6,30,1,2.0,,,2148,559,,,2148,,Ceph test cluster - MON+MGR+RGW,,,,,,2025-07-22T10:23:57.288246Z,2025-07-22T10:23:57Z,10,1,,Yes,Test,,,
